lat,lon,STATEFP,COUNTYFP,county_fips,state,BUYER_DEA_NO,pharmacy,address,pills,link,BUYER_STATE,BUYER_COUNTY
32.3708254,-86.2682328,1,101,1101,AL,BW9827063,WAL-MART PHARMACY 10-5348,851 ANN STREET  MONTGOMERY  AL 36107,1157530,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW9827063.csv,AL,MONTGOMERY
34.5662704,-87.0172136,1,103,1103,AL,AA5660685,AUSTIN DRUG CO INC,THE PILL BOX PHR 2422 J DANVILLE ROAD SW  DECATUR  AL 35603,4303720,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AA5660685.csv,AL,MORGAN
34.5651355,-87.0123398,1,103,1103,AL,BP8674726,PUBLIX ALABAMA,1605 BELTLINE RD SW  DECATUR  AL 35601,543940,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BP8674726.csv,AL,MORGAN
33.3661848,-86.797099,1,117,1117,AL,BR5764370,RITE AID,KEYSTONE PLAZA SHOPPING CENTER 3588 MONTGOMERY HIGHWAY  PELHAM  AL 35124,362820,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BR5764370.csv,AL,SHELBY
33.3470045,-86.7972673,1,117,1117,AL,BP7811614,PUBLIX ALABAMA,SOUTHGATE VILLAGE 1944 MONTGOMERY HIGHWAY S  BIRMINGHAM  AL 35244,309430,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BP7811614.csv,AL,JEFFERSON
33.3655715,-86.783501,1,117,1117,AL,FE0623187,EAGLE PHARMACY,2200 RIVERCHASE CENTER SUITE 675  HOOVER  AL 35244,5300,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FE0623187.csv,AL,JEFFERSON
30.6822432,-88.2259841,1,97,1097,AL,BW7581778,WALGREENS,370 SCHILLINGER ROAD SOUTH  MOBILE  AL 36695,2125320,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW7581778.csv,AL,MOBILE
30.6405675,-88.2253791,1,97,1097,AL,BW7104223,WALGREENS,2490 SCHILLINGER RD S  MOBILE  AL 36695,1515700,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW7104223.csv,AL,MOBILE
30.6403944,-88.2486721,1,97,1097,AL,BR5751385,RITE AID,2420 DAWES ROAD  MOBILE  AL 36695,1038680,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BR5751385.csv,AL,MOBILE
30.6740322,-88.2286522,1,97,1097,AL,BT7636600,TARGET STORES A DIV.OF TARGET CORP.,790 SCHILLINGER ROAD SOUTH  MOBILE  AL 36695,854870,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BT7636600.csv,AL,MOBILE
30.6763409,-88.2264477,1,97,1097,AL,BC8597671,ALABAMA CVS PHARMACY,664 SCHILLINGER RD S  MOBILE  AL 36695,946240,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BC8597671.csv,AL,MOBILE
32.4316339,-86.6549713,1,1,1001,AL,FA2911940,AUTAUGA PHARMACY,209 S WASHINGTON ST   AUTAUGAVILLE  AL 36003,173120,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FA2911940.csv,AL,AUTAUGA
33.6283418,-85.7873664,1,15,1015,AL,BR5227423,ALABAMA CVS PHARMACY,1404 GOLDEN SPRINGS RD   ANNISTON  AL 36207,1235930,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BR5227423.csv,AL,CALHOUN
33.6280459,-85.7876467,1,15,1015,AL,BW5167300,WINN-DIXIE PHARMACY,1408 GOLDEN SPRINGS ROAD  ANNISTON  AL 36207,823230,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW5167300.csv,AL,CALHOUN
33.6287578,-85.7854848,1,15,1015,AL,FW1286548,WALGREENS,1401 GOLDEN SPRINGS RD  ANNISTON  AL 36207,753490,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FW1286548.csv,AL,CALHOUN
31.8765724,-88.3227797,1,23,1023,AL,FH1322685,HOMETOWN PHARMACY,69 WEST MAIN STREET  GILBERTOWN  AL 36908,291840,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FH1322685.csv,AL,CHOCTAW
31.8746753,-88.3214106,1,23,1023,AL,BD5010753,D & L PHARMACY,13456 CHOCTAW AVENUE  P O  BOX 222  GILBERTOWN  AL 36908,1353450,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BD5010753.csv,AL,CHOCTAW
31.279676,-86.2486352,1,39,1039,AL,BH4575366,RITE AID,509 EAST CUMMINGS AVENUE  OPP  AL 36467,999680,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BH4575366.csv,AL,COVINGTON
32.5352262,-85.9145819,1,51,1051,AL,BH6652083,HERREN HILL PHARMACY,24 HERREN HILL RD 24 HERREN HILL ROAD  TALLASSEE  AL 36078,2417350,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BH6652083.csv,AL,ELMORE
32.5517035,-85.9206612,1,51,1051,AL,BA9641641,APOTHECARY INC,1405 GILMER AVE PO BOX 780125  TALLASSEE  AL 36078,1197680,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BA9641641.csv,AL,ELMORE
32.5376852,-85.8985845,1,51,1051,AL,BR5156939,ALABAMA CVS PHARMACY,10 GILMER AVE   TALLASSEE  AL 36078,1130240,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BR5156939.csv,AL,ELMORE
32.5376852,-85.8985845,1,51,1051,AL,AH8053489,RITE AID,"10 GILMER AVENUE, TALLASSEE, AL 36078",364630,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AH8053489.csv,AL,ELMORE
32.5517035,-85.9206612,1,51,1051,AL,FT3472735,THE APOTHECARY,1405 GILMER AVENUE  TALLASSEE  AL 36078,41290,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FT3472735.csv,AL,ELMORE
33.9688155,-85.946079,1,55,1055,AL,AH8385204,RITE AID,"3240 HIGHWAY 431, ROANOKE, AL 36274",208500,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AH8385204.csv,AL,RANDOLPH
33.377512,-86.8010497,1,73,1073,AL,BB4259316,BRUNO'S PHARMACY #51,BRUNO S FOOD STORES  INC 3780 RIVERCHASE VILLAGE  HOOVER  AL 35216,80130,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BB4259316.csv,AL,JEFFERSON
32.4002671,-85.948897,1,87,1087,AL,BS9770430,"SHORTER DRUGS, BOATNERWERKS INC",17150 US HIGHWAY 80 WEST  SHORTER  AL 36075,4200,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BS9770430.csv,AL,MACON
34.19826,-86.159619,1,95,1095,AL,AC0484066,BOAZ DISCOUNT DRUGS INC,10460 AL HWY 168  SUITE 1  BOAZ  AL 35957,5635920,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AC0484066.csv,AL,MARSHALL
34.1987654,-86.1564766,1,95,1095,AL,BM6710518,MILL STREET PHARMACY,10639 AL HWY 168  BOAZ  AL 35957,2401770,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BM6710518.csv,AL,MARSHALL
34.1949841,-86.1534554,1,95,1095,AL,BC8544202,CLARK'S PHARMACY,241 BILLY DYAR BLVD  BOAZ  AL 35957,1961110,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BC8544202.csv,AL,MARSHALL
34.1999285,-86.1499769,1,95,1095,AL,FW0504185,WALGREENS,920 US HWY 431  BOAZ  AL 35957,1513860,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FW0504185.csv,AL,MARSHALL
34.2150365,-86.1532368,1,95,1095,AL,BW5382724,WAL-MART PHARMACY 10-0298,1972  HIGHWAY 431  BOAZ  AL 35957,1482500,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW5382724.csv,AL,MARSHALL
30.6415925,-88.1916667,1,97,1097,AL,BB7081970,BRUNO'S PHARMACY #327,2370 HILLCREST ROAD  MOBILE  AL 36695,150930,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BB7081970.csv,AL,MOBILE
30.7407439,-88.0797325,1,97,1097,AL,AC3048837,CENTRAL DISCOUNT DRUGS,628 N WILSON AVE  PRICHARD  AL 36610,6791170,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AC3048837.csv,AL,MOBILE
34.5565103,-86.9958752,1,103,1103,AL,BW5383257,WAL-MART PHARMACY 10-0662,2800 SPRING AVENUE S W   DECATUR  AL 35603,995950,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW5383257.csv,AL,MORGAN
34.5606947,-86.9762683,1,103,1103,AL,BK3676004,KROGER PHARMACY,1101 BELTLINE RD  DECATUR  AL 35601,778150,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BK3676004.csv,AL,MORGAN
34.5530823,-86.9733138,1,103,1103,AL,AM3273769,MED-SURG PHARMACY INC,2828 6TH AVE SE  DECATUR  AL 35601,491170,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AM3273769.csv,AL,MORGAN
34.5606947,-86.9762683,1,103,1103,AL,AK7058375,K MART PHARMACY #7066,1101 BELTLINE RD  DECATUR  AL 35601,445130,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AK7058375.csv,AL,MORGAN
34.558799,-86.9702781,1,103,1103,AL,FT0503133,TARGET STORES A DIV. OF TARGET CORP.,TARGET STORE T 2084 1235 PT MALLARD PKWY SE  DECATUR  AL 35601,240500,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FT0503133.csv,AL,MORGAN
33.7144305,-87.388325,1,127,1127,AL,BH2587129,HADDER PHARMACY,P O  BOX 380 10303 MAIN STREET  OAKMAN  AL 35579,721850,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BH2587129.csv,AL,WALKER
31.9956961,-87.2792797,1,131,1131,AL,BR5156028,ALABAMA CVS PHARMACY,7 CAMDEN BYPASS  CAMDEN  AL 36726,555130,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BR5156028.csv,AL,WILCOX
31.9953257,-87.2776625,1,131,1131,AL,BF5977484,FREDS PHARMACY #1356,24 CAMDEN BYPASS  CAMDEN  AL 36726,272020,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BF5977484.csv,AL,WILCOX
31.990613,-87.2907002,1,131,1131,AL,BC6523509,CAMDEN DRUG CO,212 CLAIBORNE STREET  CAMDEN  AL 36726,159970,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BC6523509.csv,AL,WILCOX
30.2638348,-87.6892757,1,3,1003,AL,BW8837669,WALGREENS,1421 GULF SHORES PKWY  GULF SHORES  AL 36542,1275500,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW8837669.csv,AL,BALDWIN
30.266038,-87.689565,1,3,1003,AL,AK3028176,RITE AID,1527 HIGHWAY 59 SOUTH PO BOX 2437  GULF SHORES  AL 36542,1109900,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AK3028176.csv,AL,BALDWIN
30.2743129,-87.6900266,1,3,1003,AL,FI0803305,ISLAND DRUG,3645 GULF SHORES PKWY  107 P O BOX 4048  GULF SHORES  AL 36542,693760,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FI0803305.csv,AL,BALDWIN
30.2706237,-87.691124,1,3,1003,AL,BG5417236,"GULF SHORES PHARMACY,",251 CLUBHOUSE DRIVE P  O  BOX 2779  GULF SHORES  AL 36547,435030,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BG5417236.csv,AL,BALDWIN
30.2706237,-87.691124,1,3,1003,AL,FG3205843,GULF SHORES FAMILY PHARMACY,251 CLUBHOUSE DRIVE  GULF SHORES  AL 36542,15650,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FG3205843.csv,AL,BALDWIN
33.948345,-86.4713383,1,9,1009,AL,BR5156511,ALABAMA CVS PHARMACY,602 1ST AVENUE EAST  ONEONTA  AL 35121,2146900,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BR5156511.csv,AL,BLOUNT
33.9710849,-86.4467212,1,9,1009,AL,BW5382801,WAL-MART PHARMACY 10-0315,2453 2ND AVE  EAST  ONEONTA  AL 35121,1256800,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW5382801.csv,AL,BLOUNT
33.9699642,-86.4531236,1,9,1009,AL,FJ0959429,J & M PHARMACY AND COMPOUNDING CENTER,2040 2ND AVE EAST  SUITE C   ONEONTA  AL 35121,730530,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FJ0959429.csv,AL,BLOUNT
33.9549132,-86.4642759,1,9,1009,AL,BH1636933,RITE AID,"935 2ND AVE EAST, ONEONTA, AL 35121",216600,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BH1636933.csv,AL,BLOUNT
32.4028439,-87.0572936,1,47,1047,AL,BD2507284,DALLAS AVENUE PHARMACY,1402 WEST DALLAS AVE  SELMA  AL 36701,967570,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BD2507284.csv,AL,DALLAS
32.398382,-87.0660166,1,47,1047,AL,BW3072597,WINN-DIXIE #543,1952 W  DALLAS AVE  SELMA  AL 36701,290840,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW3072597.csv,AL,DALLAS
31.0046746,-87.4942067,1,53,1053,AL,FW0313661,WALGREENS,1504 S MAIN STREET  ATMORE  AL 36502,2312110,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FW0313661.csv,AL,ESCAMBIA
31.0226491,-87.4937789,1,53,1053,AL,AE0471437,ESCAMBIA DRUG STORE,108 SOUTH MAIN ST  ATMORE  AL 36502,1479070,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AE0471437.csv,AL,ESCAMBIA
31.018194,-87.4800707,1,53,1053,AL,FP0258384,"PHARMACY INVESTMENT COORDINATORS, DBA BUY RITE DRUGS",400 MEDICAL PARK DRIVE  ATMORE  AL 36502,1247860,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FP0258384.csv,AL,ESCAMBIA
31.0214501,-87.4880201,1,53,1053,AL,AH7808097,RITE AID,506 EAST CHURCH STREET  ATMORE  AL 36502,1192510,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AH7808097.csv,AL,ESCAMBIA
31.0176729,-87.4802455,1,53,1053,AL,AG2031211,GREENLAWN PHARMACY,406 MEDICAL PARK DR  ATMORE  AL 36502,505200,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AG2031211.csv,AL,ESCAMBIA
31.006105,-87.49195,1,53,1053,AL,BF8319887,FRED'S PHARMACY #1076,109 LINDBERG AVE   ATMORE  AL 36502,176000,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BF8319887.csv,AL,ESCAMBIA
31.0225108,-87.4884649,1,53,1053,AL,BA8649468,ATMORE FAMILY PHARMACY,SHELDT  RUSSELL W 410 EAST CHURCH STREET  ATMORE  AL 36502,8700,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BA8649468.csv,AL,ESCAMBIA
33.5148784,-86.8144437,1,73,1073,AL,BC9474127,CITIZEN EXPRESS PHARMACY,1513 5TH AVE N  BIRMINGHAM  AL 35203,595610,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BC9474127.csv,AL,JEFFERSON
33.5162239,-86.8065673,1,73,1073,AL,BM9058050,MEDTOWN,221 20TH STREET NORTH  BIRMINGHAM  AL 35203,469020,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BM9058050.csv,AL,JEFFERSON
33.5239941,-86.8034188,1,73,1073,AL,FB0366686,ARMS-RAPID CARE PHARMACY,712  25TH STREET NORTH  BIRMINGHAM  AL 35203,51490,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FB0366686.csv,AL,JEFFERSON
33.4529633,-86.9715986,1,73,1073,AL,AB1931662,PHARMACY XPRESS,2910 ALLISON BONNETT MEM DR SUITE 112  HUEYTOWN  AL 35023,3054470,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AB1931662.csv,AL,JEFFERSON
33.4508566,-86.9783952,1,73,1073,AL,BW7879945,WALGREENS,3025 ALLISON BONNETT MEMORIAL DR  HUEYTOWN  AL 35023,2358120,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW7879945.csv,AL,JEFFERSON
33.4518963,-86.9790567,1,73,1073,AL,BR5157260,ALABAMA CVS PHARMACY,3022 ALLISON BONNETT DR  HUEYTOWN  AL 35023,1855050,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BR5157260.csv,AL,JEFFERSON
33.4533427,-86.9782065,1,73,1073,AL,BP9697650,PUBLIX ALABAMA,3014 ALLISON BONNETT MEMORIAL DR STE 130  HUEYTOWN  AL 35023,647700,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BP9697650.csv,AL,JEFFERSON
33.4509133,-86.9826634,1,73,1073,AL,BF7636612,"FRED'S, PHARM #1876",3056 ALLISON BONNETT  HUEYTOWN  AL 35023,449000,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BF7636612.csv,AL,JEFFERSON
33.4523166,-86.9687431,1,73,1073,AL,BF3488170,FOOD WORLD PHARMACY #58,BRUNO S FOOD STORES  INC  2891 ALLISON BONNETT  HUEYTOWN  AL 35023,297120,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BF3488170.csv,AL,JEFFERSON
34.8033269,-86.9523777,1,83,1083,AL,FW0534722,WALGREENS,101 US HWY 31 N  ATHENS  AL 35611,991200,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FW0534722.csv,AL,LIMESTONE
34.8045696,-86.9525595,1,83,1083,AL,BK0850330,K MART PHARMACY #9648,104 HIGHWAY 31 NORTH  ATHENS  AL 35611,427930,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BK0850330.csv,AL,LIMESTONE
34.74892,-86.609313,1,89,1089,AL,BR5155379,ALABAMA CVS PHARMACY,2525 OAKWOOD AVE  HUNTSVILLE  AL 35810,2211930,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BR5155379.csv,AL,MADISON
34.7436908,-86.6026988,1,89,1089,AL,BC7004740,COSTCO WHOLELSALE CORPORATION,1205 NORTH MEMORIAL PARKWAY  HUNTSVILLE  AL 35801,575190,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BC7004740.csv,AL,MADISON
34.7469833,-86.6004757,1,89,1089,AL,AS3146099,K MART CORPORATION,1401 MEMORIAL PARKWAY N W  HUNTSVILLE  AL 35801,497720,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AS3146099.csv,AL,MADISON
34.7628516,-86.5983912,1,89,1089,AL,FH3013238,HEALTHMART PHARMACY,2599 SPARKMAN DRIVE SUITE B  HUNTSVILLE  AL 35810,252090,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FH3013238.csv,AL,MADISON
34.7503033,-86.600339,1,89,1089,AL,AT9793957,KROGER #508,2110 OAKWOOD AVE  HUNTSVILLE  AL 35810,1776320,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AT9793957.csv,AL,MADISON
34.665847,-86.741457,1,89,1089,AL,FP0195443,PHARMACY CARE ASSOCIATES,285 DUNLOP BLVD SUITE A  HUNTSVILLE  AL 35824,1094290,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FP0195443.csv,AL,MADISON
34.132682,-87.9897822,1,93,1093,AL,AF3473535,FRED'S PHARMACY,797 MILITARY STREET S PO BOX 36  HAMILTON  AL 35570,2321640,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AF3473535.csv,AL,MARION
32.3527775,-86.2641691,1,101,1101,AL,BR5156559,ALABAMA CVS PHARMACY,3190 ZELDA RD   MONTGOMERY  AL 36106,1126640,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BR5156559.csv,AL,MONTGOMERY
32.3638718,-86.2858008,1,101,1101,AL,BR5155999,ALABAMA CVS PHARMACY,1525 FOREST AVENUE  MONTGOMERY  AL 36106,839530,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BR5155999.csv,AL,MONTGOMERY
32.5007935,-85.043678,1,113,1113,AL,BW5382611,WAL-MART PHARMACY 10-1284,3700 HWY 280 431 NORTH  PHENIX CITY  AL 36867,2771400,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW5382611.csv,AL,RUSSELL
31.6484595,-86.7555436,1,13,1013,AL,BF6854536,FRED'S PHARMACY #1714,715 HWY 106 WEST  GEORGIANA  AL 36033,1720400,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BF6854536.csv,AL,BUTLER
31.6363448,-86.7407241,1,13,1013,AL,FG2271257,GEORGIANA PHARMACY,236 JONES STREET  GEORGIANA  AL 36033,456860,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FG2271257.csv,AL,BUTLER
33.8159007,-85.7606967,1,15,1015,AL,FW1149120,WALGREENS,311 PELHAM RD  S  JACKSONVILLE  AL 36265,605990,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FW1149120.csv,AL,CALHOUN
33.8138134,-85.7607768,1,15,1015,AL,BC8014071,CROW DRUG,7 PUBLIC SQUARE EAST  JACKSONVILLE  AL 36265,1095270,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BC8014071.csv,AL,CALHOUN
34.1821422,-86.8472485,1,43,1043,AL,BR5154959,ALABAMA CVS PHARMACY,610 2ND AVENUE NW  CULLMAN  AL 35055,3087700,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BR5154959.csv,AL,CULLMAN
34.1768886,-86.8446414,1,43,1043,AL,BE2145250,ED HOLCOMBE DISCOUNT PHARMACY,106 2ND AVE S W   CULLMAN  AL 35055,2705600,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BE2145250.csv,AL,CULLMAN
34.1724344,-86.8515155,1,43,1043,AL,AC6195273,C & L CORPORATION OF CULLMAN,1201 4TH STREET S W  CULLMAN  AL 35055,955460,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AC6195273.csv,AL,CULLMAN
34.1809977,-86.8466212,1,43,1043,AL,FW3566176,WALGREENS,444 2ND AVE  NW  CULLMAN  AL 35055,21700,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FW3566176.csv,AL,CULLMAN
31.2271522,-85.408616,1,69,1069,AL,BR5156749,ALABAMA CVS PHARMACY,1270 WEST MAIN STREET  DOTHAN  AL 36301,1642000,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BR5156749.csv,AL,HOUSTON
31.2446246,-85.4269495,1,69,1069,AL,BS9798527,SAM'S PHARMACY 10-8192,3440 ROSS CLARK CIRCLE NW  DOTHAN  AL 36303,316980,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BS9798527.csv,AL,HOUSTON
31.2282568,-85.4158326,1,69,1069,AL,AN0471209,NORTHCUTT DRUG CO,1774 WEST MAIN STREET  DOTHAN  AL 36301,200500,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AN0471209.csv,AL,HOUSTON
32.458339,-86.4485788,1,1,1001,AL,BU4203751,OMNICARE OF PRATTVILLE,842 PEACHTREE ST  PRATTVILLE  AL 36066,4420760,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BU4203751.csv,AL,AUTAUGA
32.4599625,-86.4497644,1,1,1001,AL,BW7577488,WALGREENS,703 S MEMORIAL DRIVE  PRATTVILLE  AL 36067,3650920,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW7577488.csv,AL,AUTAUGA
32.4606381,-86.4486578,1,1,1001,AL,BT4725050,JONES DRUGS 003,959 EAST MAIN ST SUITE A  PRATTVILLE  AL 36066,2364900,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BT4725050.csv,AL,AUTAUGA
32.4648538,-86.4501399,1,1,1001,AL,BA6459576,ADAMS DRUGS-PRATTVILLE,103 SOUTH MEMORIAL DRIVE  PRATTVILLE  AL 36066,2031400,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BA6459576.csv,AL,AUTAUGA
32.4595656,-86.4545067,1,1,1001,AL,BR5157056,ALABAMA CVS PHARMACY,708 E  MAIN ST   PRATTVILLE  AL 36067,1776820,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BR5157056.csv,AL,AUTAUGA
30.8860401,-87.7901609,1,3,1003,AL,BW6443802,WAL-MART PHARMACY 10-2739,701 MCMEANS AVENUE  BAY MINETTE  AL 36507,1600090,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW6443802.csv,AL,BALDWIN
30.5557003,-87.891025,1,3,1003,AL,FP1444657,PUBLIX ALABAMA,22530 US HWY 98  SUITE 100  FAIRHOPE  AL 36532,129830,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FP1444657.csv,AL,BALDWIN
30.6738818,-87.8474202,1,3,1003,AL,FP2911508,PUBLIX ALABAMA,10179 EASTERN SHORE DRIVE  SPANISH FORT  AL 36527,57300,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FP2911508.csv,AL,BALDWIN
