STATEFP,COUNTYFP,county_fips,state,BUYER_DEA_NO,pharmacy,address,pills,link,BUYER_STATE,BUYER_COUNTY
1,95,1095,AL,BW5382724,WAL-MART PHARMACY 10-0298,1972  HIGHWAY 431  BOAZ  AL 35957,1482500,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW5382724.csv,AL,MARSHALL
1,97,1097,AL,BB7081970,BRUNO'S PHARMACY #327,2370 HILLCREST ROAD  MOBILE  AL 36695,150930,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BB7081970.csv,AL,MOBILE
1,97,1097,AL,AC3048837,CENTRAL DISCOUNT DRUGS,628 N WILSON AVE  PRICHARD  AL 36610,6791170,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AC3048837.csv,AL,MOBILE
1,103,1103,AL,BW5383257,WAL-MART PHARMACY 10-0662,2800 SPRING AVENUE S W   DECATUR  AL 35603,995950,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW5383257.csv,AL,MORGAN
1,103,1103,AL,BK3676004,KROGER PHARMACY,1101 BELTLINE RD  DECATUR  AL 35601,778150,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BK3676004.csv,AL,MORGAN
1,103,1103,AL,AM3273769,MED-SURG PHARMACY INC,2828 6TH AVE SE  DECATUR  AL 35601,491170,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AM3273769.csv,AL,MORGAN
1,103,1103,AL,AK7058375,K MART PHARMACY #7066,1101 BELTLINE RD  DECATUR  AL 35601,445130,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AK7058375.csv,AL,MORGAN
1,103,1103,AL,FT0503133,TARGET STORES A DIV. OF TARGET CORP.,TARGET STORE T 2084 1235 PT MALLARD PKWY SE  DECATUR  AL 35601,240500,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FT0503133.csv,AL,MORGAN
1,127,1127,AL,BH2587129,HADDER PHARMACY,P O  BOX 380 10303 MAIN STREET  OAKMAN  AL 35579,721850,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BH2587129.csv,AL,WALKER
1,131,1131,AL,BR5156028,ALABAMA CVS PHARMACY,7 CAMDEN BYPASS  CAMDEN  AL 36726,555130,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BR5156028.csv,AL,WILCOX
1,131,1131,AL,BF5977484,FREDS PHARMACY #1356,24 CAMDEN BYPASS  CAMDEN  AL 36726,272020,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BF5977484.csv,AL,WILCOX
1,131,1131,AL,BC6523509,CAMDEN DRUG CO,212 CLAIBORNE STREET  CAMDEN  AL 36726,159970,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BC6523509.csv,AL,WILCOX
1,3,1003,AL,BW8837669,WALGREENS,1421 GULF SHORES PKWY  GULF SHORES  AL 36542,1275500,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW8837669.csv,AL,BALDWIN
1,3,1003,AL,AK3028176,RITE AID,1527 HIGHWAY 59 SOUTH PO BOX 2437  GULF SHORES  AL 36542,1109900,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AK3028176.csv,AL,BALDWIN
1,3,1003,AL,FI0803305,ISLAND DRUG,3645 GULF SHORES PKWY  107 P O BOX 4048  GULF SHORES  AL 36542,693760,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FI0803305.csv,AL,BALDWIN
1,3,1003,AL,BG5417236,"GULF SHORES PHARMACY,",251 CLUBHOUSE DRIVE P  O  BOX 2779  GULF SHORES  AL 36547,435030,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BG5417236.csv,AL,BALDWIN
1,3,1003,AL,FG3205843,GULF SHORES FAMILY PHARMACY,251 CLUBHOUSE DRIVE  GULF SHORES  AL 36542,15650,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FG3205843.csv,AL,BALDWIN
1,9,1009,AL,BR5156511,ALABAMA CVS PHARMACY,602 1ST AVENUE EAST  ONEONTA  AL 35121,2146900,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BR5156511.csv,AL,BLOUNT
1,9,1009,AL,BW5382801,WAL-MART PHARMACY 10-0315,2453 2ND AVE  EAST  ONEONTA  AL 35121,1256800,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW5382801.csv,AL,BLOUNT
1,9,1009,AL,FJ0959429,J & M PHARMACY AND COMPOUNDING CENTER,2040 2ND AVE EAST  SUITE C   ONEONTA  AL 35121,730530,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FJ0959429.csv,AL,BLOUNT
1,9,1009,AL,BH1636933,RITE AID,"935 2ND AVE EAST, ONEONTA, AL 35121",216600,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BH1636933.csv,AL,BLOUNT
1,47,1047,AL,BD2507284,DALLAS AVENUE PHARMACY,1402 WEST DALLAS AVE  SELMA  AL 36701,967570,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BD2507284.csv,AL,DALLAS
1,47,1047,AL,BW3072597,WINN-DIXIE #543,1952 W  DALLAS AVE  SELMA  AL 36701,290840,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW3072597.csv,AL,DALLAS
1,53,1053,AL,FW0313661,WALGREENS,1504 S MAIN STREET  ATMORE  AL 36502,2312110,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FW0313661.csv,AL,ESCAMBIA
1,53,1053,AL,AE0471437,ESCAMBIA DRUG STORE,108 SOUTH MAIN ST  ATMORE  AL 36502,1479070,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AE0471437.csv,AL,ESCAMBIA
1,53,1053,AL,FP0258384,"PHARMACY INVESTMENT COORDINATORS, DBA BUY RITE DRUGS",400 MEDICAL PARK DRIVE  ATMORE  AL 36502,1247860,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FP0258384.csv,AL,ESCAMBIA
1,53,1053,AL,AH7808097,RITE AID,506 EAST CHURCH STREET  ATMORE  AL 36502,1192510,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AH7808097.csv,AL,ESCAMBIA
1,53,1053,AL,AG2031211,GREENLAWN PHARMACY,406 MEDICAL PARK DR  ATMORE  AL 36502,505200,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AG2031211.csv,AL,ESCAMBIA
1,53,1053,AL,BF8319887,FRED'S PHARMACY #1076,109 LINDBERG AVE   ATMORE  AL 36502,176000,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BF8319887.csv,AL,ESCAMBIA
1,53,1053,AL,BA8649468,ATMORE FAMILY PHARMACY,SHELDT  RUSSELL W 410 EAST CHURCH STREET  ATMORE  AL 36502,8700,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BA8649468.csv,AL,ESCAMBIA
1,73,1073,AL,BC9474127,CITIZEN EXPRESS PHARMACY,1513 5TH AVE N  BIRMINGHAM  AL 35203,595610,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BC9474127.csv,AL,JEFFERSON
1,73,1073,AL,BM9058050,MEDTOWN,221 20TH STREET NORTH  BIRMINGHAM  AL 35203,469020,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BM9058050.csv,AL,JEFFERSON
1,73,1073,AL,FB0366686,ARMS-RAPID CARE PHARMACY,712  25TH STREET NORTH  BIRMINGHAM  AL 35203,51490,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FB0366686.csv,AL,JEFFERSON
1,73,1073,AL,AB1931662,PHARMACY XPRESS,2910 ALLISON BONNETT MEM DR SUITE 112  HUEYTOWN  AL 35023,3054470,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AB1931662.csv,AL,JEFFERSON
1,73,1073,AL,BW7879945,WALGREENS,3025 ALLISON BONNETT MEMORIAL DR  HUEYTOWN  AL 35023,2358120,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW7879945.csv,AL,JEFFERSON
1,73,1073,AL,BR5157260,ALABAMA CVS PHARMACY,3022 ALLISON BONNETT DR  HUEYTOWN  AL 35023,1855050,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BR5157260.csv,AL,JEFFERSON
1,73,1073,AL,BP9697650,PUBLIX ALABAMA,3014 ALLISON BONNETT MEMORIAL DR STE 130  HUEYTOWN  AL 35023,647700,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BP9697650.csv,AL,JEFFERSON
1,73,1073,AL,BF7636612,"FRED'S, PHARM #1876",3056 ALLISON BONNETT  HUEYTOWN  AL 35023,449000,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BF7636612.csv,AL,JEFFERSON
1,73,1073,AL,BF3488170,FOOD WORLD PHARMACY #58,BRUNO S FOOD STORES  INC  2891 ALLISON BONNETT  HUEYTOWN  AL 35023,297120,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BF3488170.csv,AL,JEFFERSON
1,83,1083,AL,FW0534722,WALGREENS,101 US HWY 31 N  ATHENS  AL 35611,991200,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FW0534722.csv,AL,LIMESTONE
1,83,1083,AL,BK0850330,K MART PHARMACY #9648,104 HIGHWAY 31 NORTH  ATHENS  AL 35611,427930,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BK0850330.csv,AL,LIMESTONE
1,89,1089,AL,BR5155379,ALABAMA CVS PHARMACY,2525 OAKWOOD AVE  HUNTSVILLE  AL 35810,2211930,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BR5155379.csv,AL,MADISON
1,89,1089,AL,BC7004740,COSTCO WHOLELSALE CORPORATION,1205 NORTH MEMORIAL PARKWAY  HUNTSVILLE  AL 35801,575190,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BC7004740.csv,AL,MADISON
1,89,1089,AL,AS3146099,K MART CORPORATION,1401 MEMORIAL PARKWAY N W  HUNTSVILLE  AL 35801,497720,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AS3146099.csv,AL,MADISON
1,89,1089,AL,FH3013238,HEALTHMART PHARMACY,2599 SPARKMAN DRIVE SUITE B  HUNTSVILLE  AL 35810,252090,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FH3013238.csv,AL,MADISON
1,89,1089,AL,AT9793957,KROGER #508,2110 OAKWOOD AVE  HUNTSVILLE  AL 35810,1776320,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AT9793957.csv,AL,MADISON
1,89,1089,AL,FP0195443,PHARMACY CARE ASSOCIATES,285 DUNLOP BLVD SUITE A  HUNTSVILLE  AL 35824,1094290,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FP0195443.csv,AL,MADISON
1,93,1093,AL,AF3473535,FRED'S PHARMACY,797 MILITARY STREET S PO BOX 36  HAMILTON  AL 35570,2321640,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AF3473535.csv,AL,MARION
1,101,1101,AL,BR5156559,ALABAMA CVS PHARMACY,3190 ZELDA RD   MONTGOMERY  AL 36106,1126640,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BR5156559.csv,AL,MONTGOMERY
1,101,1101,AL,BR5155999,ALABAMA CVS PHARMACY,1525 FOREST AVENUE  MONTGOMERY  AL 36106,839530,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BR5155999.csv,AL,MONTGOMERY
1,113,1113,AL,BW5382611,WAL-MART PHARMACY 10-1284,3700 HWY 280 431 NORTH  PHENIX CITY  AL 36867,2771400,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW5382611.csv,AL,RUSSELL
1,13,1013,AL,BF6854536,FRED'S PHARMACY #1714,715 HWY 106 WEST  GEORGIANA  AL 36033,1720400,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BF6854536.csv,AL,BUTLER
1,13,1013,AL,FG2271257,GEORGIANA PHARMACY,236 JONES STREET  GEORGIANA  AL 36033,456860,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FG2271257.csv,AL,BUTLER
1,15,1015,AL,FW1149120,WALGREENS,311 PELHAM RD  S  JACKSONVILLE  AL 36265,605990,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FW1149120.csv,AL,CALHOUN
1,15,1015,AL,BC8014071,CROW DRUG,7 PUBLIC SQUARE EAST  JACKSONVILLE  AL 36265,1095270,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BC8014071.csv,AL,CALHOUN
1,43,1043,AL,BR5154959,ALABAMA CVS PHARMACY,610 2ND AVENUE NW  CULLMAN  AL 35055,3087700,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BR5154959.csv,AL,CULLMAN
1,43,1043,AL,BE2145250,ED HOLCOMBE DISCOUNT PHARMACY,106 2ND AVE S W   CULLMAN  AL 35055,2705600,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BE2145250.csv,AL,CULLMAN
1,43,1043,AL,AC6195273,C & L CORPORATION OF CULLMAN,1201 4TH STREET S W  CULLMAN  AL 35055,955460,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AC6195273.csv,AL,CULLMAN
1,43,1043,AL,FW3566176,WALGREENS,444 2ND AVE  NW  CULLMAN  AL 35055,21700,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FW3566176.csv,AL,CULLMAN
1,69,1069,AL,BR5156749,ALABAMA CVS PHARMACY,1270 WEST MAIN STREET  DOTHAN  AL 36301,1642000,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BR5156749.csv,AL,HOUSTON
1,69,1069,AL,BS9798527,SAM'S PHARMACY 10-8192,3440 ROSS CLARK CIRCLE NW  DOTHAN  AL 36303,316980,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BS9798527.csv,AL,HOUSTON
1,69,1069,AL,AN0471209,NORTHCUTT DRUG CO,1774 WEST MAIN STREET  DOTHAN  AL 36301,200500,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AN0471209.csv,AL,HOUSTON
1,1,1001,AL,BU4203751,OMNICARE OF PRATTVILLE,842 PEACHTREE ST  PRATTVILLE  AL 36066,4420760,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BU4203751.csv,AL,AUTAUGA
1,1,1001,AL,BW7577488,WALGREENS,703 S MEMORIAL DRIVE  PRATTVILLE  AL 36067,3650920,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW7577488.csv,AL,AUTAUGA
1,1,1001,AL,BT4725050,JONES DRUGS 003,959 EAST MAIN ST SUITE A  PRATTVILLE  AL 36066,2364900,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BT4725050.csv,AL,AUTAUGA
1,1,1001,AL,BA6459576,ADAMS DRUGS-PRATTVILLE,103 SOUTH MEMORIAL DRIVE  PRATTVILLE  AL 36066,2031400,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BA6459576.csv,AL,AUTAUGA
1,1,1001,AL,BR5157056,ALABAMA CVS PHARMACY,708 E  MAIN ST   PRATTVILLE  AL 36067,1776820,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BR5157056.csv,AL,AUTAUGA
1,3,1003,AL,BW6443802,WAL-MART PHARMACY 10-2739,701 MCMEANS AVENUE  BAY MINETTE  AL 36507,1600090,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW6443802.csv,AL,BALDWIN
1,3,1003,AL,FP1444657,PUBLIX ALABAMA,22530 US HWY 98  SUITE 100  FAIRHOPE  AL 36532,129830,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FP1444657.csv,AL,BALDWIN
1,3,1003,AL,FP2911508,PUBLIX ALABAMA,10179 EASTERN SHORE DRIVE  SPANISH FORT  AL 36527,57300,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FP2911508.csv,AL,BALDWIN
1,3,1003,AL,FS0285569,SAM'S PHARMACY 10-4990,29683 FREDERICK BOULEVARD  DAPHNE  AL 36526,292500,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FS0285569.csv,AL,BALDWIN
1,3,1003,AL,BR9881586,RX ADVANTAGE,7101 HWY 90 SUITE 300  DAPHNE  AL 36526,3689593,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BR9881586.csv,AL,BALDWIN
1,3,1003,AL,BP5817157,PHARMERICA,9052 INDEPENDENCE AVENUE  DAPHNE  AL 36526,2321300,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BP5817157.csv,AL,BALDWIN
1,3,1003,AL,BW6531075,WALGREENS,3025 US HIGHWAY 98  DAPHNE  AL 36526,2429350,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW6531075.csv,AL,BALDWIN
1,3,1003,AL,BT6800139,TARGET STORES A DIV.OF TARGET CORP.,1698 US HWY  98  DAPHNE  AL 36526,774740,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BT6800139.csv,AL,BALDWIN
1,3,1003,AL,BW6662793,WINN-DIXIE PHARMACY,3075 US HIGHWAY 98  DAPHNE  AL 36526,543820,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW6662793.csv,AL,BALDWIN
1,3,1003,AL,FP1457159,PHARMACY SERVICES,101 A VILLA DRIVE  DAPHNE  AL 36526,130260,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FP1457159.csv,AL,BALDWIN
1,3,1003,AL,BC8626129,COMPOUND CARE PLUS,1410 HWY 98 UNIT G  DAPHNE  AL 36526,1800,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BC8626129.csv,AL,BALDWIN
1,3,1003,AL,AP0483420,HERITAGE COMPOUNDING PHARMACY,24208 US HWY 98 STE C  FAIRHOPE  AL 36532,200,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AP0483420.csv,AL,BALDWIN
1,3,1003,AL,FI2723446,INJURY MED EXPRESS PHARMACY,1410 HWY 98 UNIT H  DAPHNE  AL 36526,43600,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FI2723446.csv,AL,BALDWIN
1,3,1003,AL,BT9835111,TARGET STORES A DIV. OF TARGET CORP.,3820 GULF SHORES PKWY  GULF SHORES  AL 36542,423040,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BT9835111.csv,AL,BALDWIN
1,3,1003,AL,FP1909540,PUBLIX ALABAMA,160 COTTON CREEK DRIVE  SUITE 100  GULF SHORES  AL 36542,142200,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FP1909540.csv,AL,BALDWIN
1,3,1003,AL,BE8214176,ELBERTA PHARMACY,24980 STATE ST PO DRAWER 670  ELBERTA  AL 36530,2882260,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BE8214176.csv,AL,BALDWIN
1,5,1005,AL,BC5071282,CLAYTON DRUG COMPANY,23 COURT SQUARE PO BOX 220  CLAYTON  AL 36016,474530,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BC5071282.csv,AL,BARBOUR
1,5,1005,AL,BW5382661,WAL-MART PHARMACY 10-1638,3176 S EUFAULA AVE  EUFAULA  AL 36027,1501260,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW5382661.csv,AL,BARBOUR
1,5,1005,AL,BW5625679,WINN-DIXIE PHARMACY,1055 S EUFAULA AVENUE  EUFAULA  AL 36027,835580,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW5625679.csv,AL,BARBOUR
1,7,1007,AL,BW2046399,WOODSTOCK DRUG,P O  BOX 280 28891 HWY 5  WOODSTOCK  AL 35188,2418700,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW2046399.csv,AL,BIBB
1,7,1007,AL,BJ1297907,JACK'S DISCOUNT PHARMACY,23010 HIGHWAY 5 P O  BOX 680  WEST BLOCTON  AL 35184,1691520,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BJ1297907.csv,AL,BIBB
1,7,1007,AL,FJ3488118,JACK'S DISCOUNT PHARMACY,23010 HIGHWAY 5 PO BOX 680  WEST BLOCTON  AL 35184,41300,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FJ3488118.csv,AL,BIBB
1,9,1009,AL,AA7955771,ALACO DISCOUNT PHARMACY #4,27550 STATE HWY 75 SUITE 107  ONEONTA  AL 35121,1798950,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AA7955771.csv,AL,BLOUNT
1,9,1009,AL,BM1604823,MILLER DRUG COMPANY,KIMBERLY SAYLORS RUSH 212 1ST AVE EAST  ONEONTA  AL 35121,780160,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BM1604823.csv,AL,BLOUNT
1,11,1011,AL,AM6201127,MAIN DRUG STORE,BOX 432 302 N PRAIRIE ST  UNION SPRINGS  AL 36089,1020330,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AM6201127.csv,AL,BULLOCK
1,11,1011,AL,BR5156636,ALABAMA CVS PHARMACY,101 BASKIN ST   NORTH  UNION SPRINGS  AL 36089,604730,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BR5156636.csv,AL,BULLOCK
1,11,1011,AL,AU6985848,UNION SPRINGS PHARMACY,204 PRAIRIE STREET NORTH PO BOX 311  UNION SPRINGS  AL 36089,284040,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AU6985848.csv,AL,BULLOCK
1,13,1013,AL,FW0914300,WALGREENS,101 GREENVILLE BYP  GREENVILLE  AL 36037,656930,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FW0914300.csv,AL,BUTLER
1,15,1015,AL,BD8030481,DOWNEY DRUG ALEXANDRIA,658 VALLEY CUB DRIVE  ALEXANDRIA  AL 36250,3556440,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BD8030481.csv,AL,CALHOUN
1,15,1015,AL,BF8509599,"FRED'S, PHARMACY #1084",120 SPRING BRANCH ROAD  ALEXANDRIA  AL 36250,382000,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BF8509599.csv,AL,CALHOUN
1,59,1059,AL,FF2415188,FRANKLIN PHARMACY,361 MUSTANG DR  RUSSELLVILLE  AL 35654,371640,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FF2415188.csv,AL,FRANKLIN
1,59,1059,AL,BF8219847,FRED'S PHARMACY #2751,525 4TH AVE  SE P O  BOX 2004  RED BAY  AL 35582,981300,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BF8219847.csv,AL,FRANKLIN
1,59,1059,AL,BR5156650,ALABAMA CVS PHARMACY,523 FOURTH AVE SE  PO BOX 1309  RED BAY  AL 35582,597300,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BR5156650.csv,AL,FRANKLIN
1,103,1103,AL,BQ4895566,QUALITY DISCOUNT DRUGS,4109 EVA RD P O  BOX 98  EVA  AL 35621,1717180,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BQ4895566.csv,AL,MORGAN
1,19,1019,AL,FJ0594425,JOHNSON RX PHARMACY,4055 AL HWY 9 SUITE F  CEDAR BLUFF  AL 35959,1307810,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FJ0594425.csv,AL,CHEROKEE
1,21,1021,AL,BR5154860,ALABAMA CVS PHARMACY,1105 7TH ST   NORTH  CLANTON  AL 35045,2829840,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BR5154860.csv,AL,CHILTON
1,21,1021,AL,BW3508667,WINN DIXIE 411,640 OLLIE AVE  CLANTON  AL 35045,1626590,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW3508667.csv,AL,CHILTON
1,21,1021,AL,AH4663743,RITE AID,641 OLLIE AVENUE  CLANTON  AL 35045,767090,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AH4663743.csv,AL,CHILTON
1,61,1061,AL,BD6152641,DALTON PHARMACY,141 S DALTON STREET PO BOX 279  SLOCOMB  AL 36375,906920,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BD6152641.csv,AL,GENEVA
1,81,1081,AL,BR5156989,ALABAMA CVS PHARMACY,1997 PEPPERELL PKWY   OPELIKA  AL 36801,2399340,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BR5156989.csv,AL,LEE
1,81,1081,AL,BW5382899,WAL-MART PHARMACY 10-0355,2900 PEPPERELL PARKWAY  OPELIKA  AL 36801,728430,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW5382899.csv,AL,LEE
1,81,1081,AL,FW0491528,WALGREENS,2015 PEPPERELL PKWY   OPELIKA  AL 36801,780430,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FW0491528.csv,AL,LEE
1,81,1081,AL,AM0463593,OPELIKA MEDICAL ARTS PHARMACY INC,121 N 20TH STREET BLDG  1  OPELIKA  AL 36801,655270,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AM0463593.csv,AL,LEE
